Brkenn,k,X_WERT,Y_WERT,wellid,losstype,pumploc,qlimit,ppflag,pumpcap,rw,hlim,qcut
W 5732,2,2530835.24,5660302.15,welll648,thiem,0,0,0,0,0.5,6,0
W 5733,0,2530806.63,5660165.36,welll649,thiem,0,0,0,0,0.5,6,0
W 5733,2,2530806.63,5660165.36,welll650,thiem,0,0,0,0,0.5,6,0
W 5734,0,2530433.49,5660327.98,welll651,thiem,0,0,0,0,0.5,6,0
W 5734,2,2530433.49,5660327.98,welll652,thiem,0,0,0,0,0.5,6,0
W 5735,0,2530537.15,5660173.64,welll653,thiem,0,0,0,0,0.5,6,0
W 5735,2,2530537.15,5660173.64,welll654,thiem,0,0,0,0,0.5,6,0
W 5736,0,2530624.71,5659942.3,welll655,thiem,0,0,0,0,0.5,6,0
W 5736,2,2530624.71,5659942.3,welll656,thiem,0,0,0,0,0.5,6,0
W 5737,0,2530739.3,5659806.75,welll657,thiem,0,0,0,0,0.5,6,0
W 5737,2,2530739.3,5659806.75,welll658,thiem,0,0,0,0,0.5,6,0
W 5740,0,2530946.34,5659154.11,welll659,thiem,0,0,0,0,0.5,6,0
W 5740,2,2530946.34,5659154.11,welll660,thiem,0,0,0,0,0.5,6,0
W 5741,0,2531073.74,5658934.89,welll661,thiem,0,0,0,0,0.5,6,0
W 5741,2,2531073.74,5658934.89,welll662,thiem,0,0,0,0,0.5,6,0
W 5742,0,2531135.36,5658758.01,welll663,thiem,0,0,0,0,0.5,6,0
W 5742,2,2531135.36,5658758.01,welll664,thiem,0,0,0,0,0.5,6,0
W 5743,0,2531306.54,5658632.33,welll665,thiem,0,0,0,0,0.5,6,0
W 5743,2,2531306.54,5658632.33,welll666,thiem,0,0,0,0,0.5,6,0
W 5744,0,2531406.64,5658393.02,welll667,thiem,0,0,0,0,0.5,6,0
W 5744,2,2531406.64,5658393.02,welll668,thiem,0,0,0,0,0.5,6,0
W 5746,0,2531440.82,5658219.03,welll669,thiem,0,0,0,0,0.5,6,0
W 5746,2,2531440.82,5658219.03,welll670,thiem,0,0,0,0,0.5,6,0
W 5752,0,2531180.11,5659406.45,welll671,thiem,0,0,0,0,0.5,6,0
W 5752,2,2531180.11,5659406.45,welll672,thiem,0,0,0,0,0.5,6,0
W 5753,0,2531077.13,5659497.92,welll673,thiem,0,0,0,0,0.5,6,0
W 5753,2,2531077.13,5659497.92,welll674,thiem,0,0,0,0,0.5,6,0
W 5754,0,2530908.91,5659794.04,welll675,thiem,0,0,0,0,0.5,6,0
W 5754,2,2530908.91,5659794.04,welll676,thiem,0,0,0,0,0.5,6,0
W 5755,0,2530863.86,5659865.57,welll677,thiem,0,0,0,0,0.5,6,0
W 5755,2,2530863.86,5659865.57,welll678,thiem,0,0,0,0,0.5,6,0
W 5756,0,2530779.11,5659986.93,welll679,thiem,0,0,0,0,0.5,6,0
W 5756,2,2530779.11,5659986.93,welll680,thiem,0,0,0,0,0.5,6,0
W 5757,0,2530520.69,5661267.49,welll681,thiem,0,0,0,0,0.5,6,0
W 5757,2,2530520.69,5661267.49,welll682,thiem,0,0,0,0,0.5,6,0
W 5761,0,2530587.15,5660190.99,welll683,thiem,0,0,0,0,0.5,6,0
W 5761,2,2530587.15,5660190.99,welll684,thiem,0,0,0,0,0.5,6,0
W 5762,0,2530546.09,5660398.48,welll685,thiem,0,0,0,0,0.5,6,0
W 5762,2,2530546.09,5660398.48,welll686,thiem,0,0,0,0,0.5,6,0
W 5763,0,2530545.19,5660483.14,welll687,thiem,0,0,0,0,0.5,6,0
W 5763,2,2530545.19,5660483.14,welll688,thiem,0,0,0,0,0.5,6,0
W 5764,0,2530465.35,5660256.47,welll689,thiem,0,0,0,0,0.5,6,0
W 5764,2,2530465.35,5660256.47,welll690,thiem,0,0,0,0,0.5,6,0
W 5765,0,2530413.78,5660491.08,welll691,thiem,0,0,0,0,0.5,6,0
W 5765,2,2530413.78,5660491.08,welll692,thiem,0,0,0,0,0.5,6,0
W 5766,0,2530316.98,5660533.56,welll693,thiem,0,0,0,0,0.5,6,0
W 5766,2,2530316.98,5660533.56,welll694,thiem,0,0,0,0,0.5,6,0
W 5767,0,2530302.21,5660456.73,welll695,thiem,0,0,0,0,0.5,6,0
W 5767,2,2530302.21,5660456.73,welll696,thiem,0,0,0,0,0.5,6,0
W 5768,0,2530322.5,5660298.63,welll697,thiem,0,0,0,0,0.5,6,0
W 5768,2,2530322.5,5660298.63,welll698,thiem,0,0,0,0,0.5,6,0
W 5769,0,2530951.61,5658894.85,welll699,thiem,0,0,0,0,0.5,6,0
W 5769,2,2530951.61,5658894.85,welll700,thiem,0,0,0,0,0.5,6,0
W 5770,0,2529701.17,5661461.03,welll701,thiem,0,0,0,0,0.5,6,0
W 5770,2,2529701.17,5661461.03,welll702,thiem,0,0,0,0,0.5,6,0
W 5771,0,2529984.89,5660909.28,welll703,thiem,0,0,0,0,0.5,6,0
W 5771,2,2529984.89,5660909.28,welll704,thiem,0,0,0,0,0.5,6,0
W 5773,0,2531420.81,5658066.46,welll705,thiem,0,0,0,0,0.5,6,0
W 5773,2,2531420.81,5658066.46,welll706,thiem,0,0,0,0,0.5,6,0
W 5786,0,2529493.84,5661447.41,welll707,thiem,0,0,0,0,0.5,6,0
W 5786,2,2529493.84,5661447.41,welll708,thiem,0,0,0,0,0.5,6,0
W 5787,0,2529533.61,5661339.74,welll709,thiem,0,0,0,0,0.5,6,0
W 5787,2,2529533.61,5661339.74,welll710,thiem,0,0,0,0,0.5,6,0
W 5788,0,2529469.75,5660413.27,welll711,thiem,0,0,0,0,0.5,6,0
W 5788,2,2529469.75,5660413.27,welll712,thiem,0,0,0,0,0.5,6,0
W 5790,0,2529748.05,5660083.46,welll713,thiem,0,0,0,0,0.5,6,0
W 5790,2,2529748.05,5660083.46,welll714,thiem,0,0,0,0,0.5,6,0
W 5791,0,2529485.21,5659986.3,welll715,thiem,0,0,0,0,0.5,6,0
W 5791,2,2529485.21,5659986.3,welll716,thiem,0,0,0,0,0.5,6,0
W 5792,0,2529640.36,5659754.35,welll717,thiem,0,0,0,0,0.5,6,0
W 5792,2,2529640.36,5659754.35,welll718,thiem,0,0,0,0,0.5,6,0
W 5793,0,2529869.4,5659694.67,welll719,thiem,0,0,0,0,0.5,6,0
W 5793,2,2529869.4,5659694.67,welll720,thiem,0,0,0,0,0.5,6,0
W 5794,0,2530021.42,5659621.19,welll721,thiem,0,0,0,0,0.5,6,0
W 5794,2,2530021.42,5659621.19,welll722,thiem,0,0,0,0,0.5,6,0
W 5795,0,2530206.33,5659536.39,welll723,thiem,0,0,0,0,0.5,6,0
W 5795,2,2530206.33,5659536.39,welll724,thiem,0,0,0,0,0.5,6,0
W 5797,0,2530472.55,5659129.92,welll725,thiem,0,0,0,0,0.5,6,0
W 5797,2,2530472.55,5659129.92,welll726,thiem,0,0,0,0,0.5,6,0
W 5803,0,2528936.5,5661440.96,welll727,thiem,0,0,0,0,0.5,6,0
W 5803,2,2528936.5,5661440.96,welll728,thiem,0,0,0,0,0.5,6,0
W 5806,0,2529264.88,5660866.74,welll729,thiem,0,0,0,0,0.5,6,0
W 5806,2,2529264.88,5660866.74,welll730,thiem,0,0,0,0,0.5,6,0
W 5808,0,2529322.41,5660420.69,welll731,thiem,0,0,0,0,0.5,6,0
W 5808,2,2529322.41,5660420.69,welll732,thiem,0,0,0,0,0.5,6,0
W 5809,0,2529384.24,5660299.39,welll733,thiem,0,0,0,0,0.5,6,0
W 5809,2,2529384.24,5660299.39,welll734,thiem,0,0,0,0,0.5,6,0
W 5811,0,2529833.59,5659036.77,welll735,thiem,0,0,0,0,0.5,6,0
W 5811,2,2529833.59,5659036.77,welll736,thiem,0,0,0,0,0.5,6,0
W 5812,0,2529847.94,5658788.96,welll737,thiem,0,0,0,0,0.5,6,0
W 5812,2,2529847.94,5658788.96,welll738,thiem,0,0,0,0,0.5,6,0
W 5815,0,2530172.81,5658373.2,welll739,thiem,0,0,0,0,0.5,6,0
W 5815,2,2530172.81,5658373.2,welll740,thiem,0,0,0,0,0.5,6,0
W 5827,0,2529746.14,5660936.37,welll741,thiem,0,0,0,0,0.5,6,0
W 5827,2,2529746.14,5660936.37,welll742,thiem,0,0,0,0,0.5,6,0
W 5829,0,2529870.62,5660834.26,welll743,thiem,0,0,0,0,0.5,6,0
W 5829,2,2529870.62,5660834.26,welll744,thiem,0,0,0,0,0.5,6,0
W 5830,0,2529806.28,5660701.6,welll745,thiem,0,0,0,0,0.5,6,0
W 5830,2,2529806.28,5660701.6,welll746,thiem,0,0,0,0,0.5,6,0
W 5831,0,2529934,5660711.71,welll747,thiem,0,0,0,0,0.5,6,0
W 5831,2,2529934,5660711.71,welll748,thiem,0,0,0,0,0.5,6,0
W 5832,0,2530055,5660662.9,welll749,thiem,0,0,0,0,0.5,6,0
W 5832,2,2530055,5660662.9,welll750,thiem,0,0,0,0,0.5,6,0
W 5833,0,2530125.63,5660487.25,welll751,thiem,0,0,0,0,0.5,6,0
W 5833,2,2530125.63,5660487.25,welll752,thiem,0,0,0,0,0.5,6,0
W 5834,0,2530028.17,5660541.69,welll753,thiem,0,0,0,0,0.5,6,0
W 5834,2,2530028.17,5660541.69,welll754,thiem,0,0,0,0,0.5,6,0
W 5835,0,2529979.74,5660435.2,welll755,thiem,0,0,0,0,0.5,6,0
W 5835,2,2529979.74,5660435.2,welll756,thiem,0,0,0,0,0.5,6,0
W 5838,0,2530026.37,5660334.02,welll757,thiem,0,0,0,0,0.5,6,0
W 5838,2,2530026.37,5660334.02,welll758,thiem,0,0,0,0,0.5,6,0
W 5839,0,2530221.24,5660315.64,welll759,thiem,0,0,0,0,0.5,6,0
W 5839,2,2530221.24,5660315.64,welll760,thiem,0,0,0,0,0.5,6,0
W 5840,0,2530162.07,5660143.18,welll761,thiem,0,0,0,0,0.5,6,0
W 5840,2,2530162.07,5660143.18,welll762,thiem,0,0,0,0,0.5,6,0
W 5841,0,2530612.86,5660073.51,welll763,thiem,0,0,0,0,0.5,6,0
W 5841,2,2530612.86,5660073.51,welll764,thiem,0,0,0,0,0.5,6,0
W 5843,0,2530772.1,5659652.2,welll765,thiem,0,0,0,0,0.5,6,0
W 5843,2,2530772.1,5659652.2,welll766,thiem,0,0,0,0,0.5,6,0
W 5844,0,2530476.41,5659894.07,welll767,thiem,0,0,0,0,0.5,6,0
W 5844,2,2530476.41,5659894.07,welll768,thiem,0,0,0,0,0.5,6,0
W 5845,0,2530649.27,5659746.52,welll769,thiem,0,0,0,0,0.5,6,0
W 5845,2,2530649.27,5659746.52,welll770,thiem,0,0,0,0,0.5,6,0
W 5846,0,2530711.62,5659547.14,welll771,thiem,0,0,0,0,0.5,6,0
W 5846,2,2530711.62,5659547.14,welll772,thiem,0,0,0,0,0.5,6,0
W 5847,0,2530954.87,5659562.36,welll773,thiem,0,0,0,0,0.5,6,0
W 5847,2,2530954.87,5659562.36,welll774,thiem,0,0,0,0,0.5,6,0
W 5850,0,2530980.85,5659418.42,welll775,thiem,0,0,0,0,0.5,6,0
W 5850,2,2530980.85,5659418.42,welll776,thiem,0,0,0,0,0.5,6,0
W 5851,0,2531047.84,5659357.25,welll777,thiem,0,0,0,0,0.5,6,0
W 5851,2,2531047.84,5659357.25,welll778,thiem,0,0,0,0,0.5,6,0
W 5852,0,2530855.27,5659348.5,welll779,thiem,0,0,0,0,0.5,6,0
W 5852,2,2530855.27,5659348.5,welll780,thiem,0,0,0,0,0.5,6,0
W 5854,0,2531109.77,5659143.09,welll781,thiem,0,0,0,0,0.5,6,0
W 5854,2,2531109.77,5659143.09,welll782,thiem,0,0,0,0,0.5,6,0
W 5855,0,2531152.9,5658985.09,welll783,thiem,0,0,0,0,0.5,6,0
W 5855,2,2531152.9,5658985.09,welll784,thiem,0,0,0,0,0.5,6,0
W 5856,0,2531237.46,5658923.93,welll785,thiem,0,0,0,0,0.5,6,0
W 5856,2,2531237.46,5658923.93,welll786,thiem,0,0,0,0,0.5,6,0
W 5857,0,2531312.68,5658769.53,welll787,thiem,0,0,0,0,0.5,6,0
W 5857,2,2531312.68,5658769.53,welll788,thiem,0,0,0,0,0.5,6,0
W 5858,0,2531415.24,5658715.65,welll789,thiem,0,0,0,0,0.5,6,0
W 5858,2,2531415.24,5658715.65,welll790,thiem,0,0,0,0,0.5,6,0
W 5864,0,2531442.69,5658537.48,welll791,thiem,0,0,0,0,0.5,6,0
W 5864,2,2531442.69,5658537.48,welll792,thiem,0,0,0,0,0.5,6,0
W 5865,0,2531497.78,5658411,welll793,thiem,0,0,0,0,0.5,6,0
W 5865,2,2531497.78,5658411,welll794,thiem,0,0,0,0,0.5,6,0
W 5866,0,2531588.34,5658282.41,welll795,thiem,0,0,0,0,0.5,6,0
W 5866,2,2531588.34,5658282.41,welll796,thiem,0,0,0,0,0.5,6,0
W 5868,0,2531571.89,5658144.2,welll797,thiem,0,0,0,0,0.5,6,0
W 5868,2,2531571.89,5658144.2,welll798,thiem,0,0,0,0,0.5,6,0
W 5869,0,2531717.75,5657792.08,welll799,thiem,0,0,0,0,0.5,6,0
W 5869,2,2531717.75,5657792.08,welll800,thiem,0,0,0,0,0.5,6,0
W 5870,0,2531646.62,5657515.24,welll801,thiem,0,0,0,0,0.5,6,0
W 5870,2,2531646.62,5657515.24,welll802,thiem,0,0,0,0,0.5,6,0
W 5873,0,2531831.12,5657078.52,welll803,thiem,0,0,0,0,0.5,6,0
W 5873,2,2531831.12,5657078.52,welll804,thiem,0,0,0,0,0.5,6,0
W 5875,0,2531974.94,5657718.46,welll805,thiem,0,0,0,0,0.5,6,0
W 5875,2,2531974.94,5657718.46,welll806,thiem,0,0,0,0,0.5,6,0
W 5877,0,2530299.84,5659899.2,welll807,thiem,0,0,0,0,0.5,6,0
W 5877,2,2530299.84,5659899.2,welll808,thiem,0,0,0,0,0.5,6,0
W 5878,0,2530928.14,5659308.28,welll809,thiem,0,0,0,0,0.5,6,0
W 5878,2,2530928.14,5659308.28,welll810,thiem,0,0,0,0,0.5,6,0
W 5879,0,2531496.47,5657280.82,welll811,thiem,0,0,0,0,0.5,6,0
W 5879,2,2531496.47,5657280.82,welll812,thiem,0,0,0,0,0.5,6,0
W 5880,0,2531338.29,5657814.53,welll813,thiem,0,0,0,0,0.5,6,0
W 5880,2,2531338.29,5657814.53,welll814,thiem,0,0,0,0,0.5,6,0
W 5881,0,2530593.96,5658744.62,welll815,thiem,0,0,0,0,0.5,6,0
W 5881,2,2530593.96,5658744.62,welll816,thiem,0,0,0,0,0.5,6,0
W 5885,0,2531445.3,5657567.61,welll817,thiem,0,0,0,0,0.5,6,0
W 5885,2,2531445.3,5657567.61,welll818,thiem,0,0,0,0,0.5,6,0
W 5909,0,2530534.54,5659329.11,welll819,thiem,0,0,0,0,0.5,6,0
W 5909,2,2530534.54,5659329.11,welll820,thiem,0,0,0,0,0.5,6,0
W 5911,0,2530676.37,5658969.03,welll821,thiem,0,0,0,0,0.5,6,0
W 5911,2,2530676.37,5658969.03,welll822,thiem,0,0,0,0,0.5,6,0
W 5912,0,2530835.69,5658804.71,welll823,thiem,0,0,0,0,0.5,6,0
W 5912,2,2530835.69,5658804.71,welll824,thiem,0,0,0,0,0.5,6,0
W 5914,0,2531158.94,5658557.53,welll825,thiem,0,0,0,0,0.5,6,0
W 5914,2,2531158.94,5658557.53,welll826,thiem,0,0,0,0,0.5,6,0
W 5915,0,2531285.48,5658254.62,welll827,thiem,0,0,0,0,0.5,6,0
W 5915,2,2531285.48,5658254.62,welll828,thiem,0,0,0,0,0.5,6,0
W 5920,0,2531428.12,5658264.64,welll829,thiem,0,0,0,0,0.5,6,0
W 5920,2,2531428.12,5658264.64,welll830,thiem,0,0,0,0,0.5,6,0
W 5921,0,2531375.36,5658512.66,welll831,thiem,0,0,0,0,0.5,6,0
W 5921,2,2531375.36,5658512.66,welll832,thiem,0,0,0,0,0.5,6,0
W 5923,0,2531249.31,5658410.8,welll833,thiem,0,0,0,0,0.5,6,0
W 5923,2,2531249.31,5658410.8,welll834,thiem,0,0,0,0,0.5,6,0
W 5926,0,2531035.77,5658650.52,welll835,thiem,0,0,0,0,0.5,6,0
W 5926,2,2531035.77,5658650.52,welll836,thiem,0,0,0,0,0.5,6,0
W 5927,0,2531134.99,5658885.46,welll837,thiem,0,0,0,0,0.5,6,0
W 5927,2,2531134.99,5658885.46,welll838,thiem,0,0,0,0,0.5,6,0
W 5929,0,2531030.14,5658773.33,welll839,thiem,0,0,0,0,0.5,6,0
W 5929,2,2531030.14,5658773.33,welll840,thiem,0,0,0,0,0.5,6,0
W 5932,0,2530867.03,5659003.13,welll841,thiem,0,0,0,0,0.5,6,0
W 5932,2,2530867.03,5659003.13,welll842,thiem,0,0,0,0,0.5,6,0
W 5935,0,2530712.02,5659247.36,welll843,thiem,0,0,0,0,0.5,6,0
W 5935,2,2530712.02,5659247.36,welll844,thiem,0,0,0,0,0.5,6,0
W 5938,0,2530822.49,5659110.98,welll845,thiem,0,0,0,0,0.5,6,0
W 5938,2,2530822.49,5659110.98,welll846,thiem,0,0,0,0,0.5,6,0
W 5943,0,2530698.99,5659316.15,welll847,thiem,0,0,0,0,0.5,6,0
W 5943,2,2530698.99,5659316.15,welll848,thiem,0,0,0,0,0.5,6,0
W 5946,0,2530428.03,5659711.79,welll849,thiem,0,0,0,0,0.5,6,0
W 5946,2,2530428.03,5659711.79,welll850,thiem,0,0,0,0,0.5,6,0
W 5955,0,2530485.97,5659575.78,welll851,thiem,0,0,0,0,0.5,6,0
W 5955,2,2530485.97,5659575.78,welll852,thiem,0,0,0,0,0.5,6,0
W 5960,0,2529930.95,5659815.97,welll853,thiem,0,0,0,0,0.5,6,0
W 5960,2,2529930.95,5659815.97,welll854,thiem,0,0,0,0,0.5,6,0
W 5961,0,2530060.51,5659419.37,welll855,thiem,0,0,0,0,0.5,6,0
W 5961,2,2530060.51,5659419.37,welll856,thiem,0,0,0,0,0.5,6,0
W 5962,0,2530056.43,5659052.14,welll857,thiem,0,0,0,0,0.5,6,0
W 5962,2,2530056.43,5659052.14,welll858,thiem,0,0,0,0,0.5,6,0
W 5963,0,2530041.18,5658643.89,welll859,thiem,0,0,0,0,0.5,6,0
W 5963,2,2530041.18,5658643.89,welll860,thiem,0,0,0,0,0.5,6,0
W 5964,0,2529403.38,5660117.77,welll861,thiem,0,0,0,0,0.5,6,0
W 5964,2,2529403.38,5660117.77,welll862,thiem,0,0,0,0,0.5,6,0
W 5965,0,2529478.54,5659794.79,welll863,thiem,0,0,0,0,0.5,6,0
W 5965,2,2529478.54,5659794.79,welll864,thiem,0,0,0,0,0.5,6,0
W 5966,0,2529501.04,5659599.41,welll865,thiem,0,0,0,0,0.5,6,0
W 5966,2,2529501.04,5659599.41,welll866,thiem,0,0,0,0,0.5,6,0
W 5967,0,2529475.38,5659258.2,welll867,thiem,0,0,0,0,0.5,6,0
W 5967,2,2529475.38,5659258.2,welll868,thiem,0,0,0,0,0.5,6,0
W 5968,0,2530197.67,5659976.56,welll869,thiem,0,0,0,0,0.5,6,0
W 5968,2,2530197.67,5659976.56,welll870,thiem,0,0,0,0,0.5,6,0
W 5969,0,2530312.95,5659809.79,welll871,thiem,0,0,0,0,0.5,6,0
W 5969,2,2530312.95,5659809.79,welll872,thiem,0,0,0,0,0.5,6,0
W 5970,0,2530906.99,5658435.48,welll873,thiem,0,0,0,0,0.5,6,0
W 5970,2,2530906.99,5658435.48,welll874,thiem,0,0,0,0,0.5,6,0
W 5971,0,2531014.02,5658315.17,welll875,thiem,0,0,0,0,0.5,6,0
W 5971,2,2531014.02,5658315.17,welll876,thiem,0,0,0,0,0.5,6,0
W 5972,0,2531151.38,5658159.36,welll877,thiem,0,0,0,0,0.5,6,0
W 5972,2,2531151.38,5658159.36,welll878,thiem,0,0,0,0,0.5,6,0
W 5973,0,2531245.68,5657984.43,welll879,thiem,0,0,0,0,0.5,6,0
W 5973,2,2531245.68,5657984.43,welll880,thiem,0,0,0,0,0.5,6,0
W 5977,0,2530241.98,5658790.95,welll881,thiem,0,0,0,0,0.5,6,0
W 5977,2,2530241.98,5658790.95,welll882,thiem,0,0,0,0,0.5,6,0
W 5981,0,2529184.99,5659464.39,welll883,thiem,0,0,0,0,0.5,6,0
W 5981,2,2529184.99,5659464.39,welll884,thiem,0,0,0,0,0.5,6,0
W 5982,0,2529145.25,5659794.52,welll885,thiem,0,0,0,0,0.5,6,0
W 5982,2,2529145.25,5659794.52,welll886,thiem,0,0,0,0,0.5,6,0
W 5983,0,2529166.24,5660140.57,welll887,thiem,0,0,0,0,0.5,6,0
W 5983,2,2529166.24,5660140.57,welll888,thiem,0,0,0,0,0.5,6,0
W 5984,0,2529128.81,5660328.34,welll889,thiem,0,0,0,0,0.5,6,0
W 5984,2,2529128.81,5660328.34,welll890,thiem,0,0,0,0,0.5,6,0
W 6004,0,2529365.95,5661366.98,welll891,thiem,0,0,0,0,0.5,6,0
W 6004,2,2529365.95,5661366.98,welll892,thiem,0,0,0,0,0.5,6,0
W 6007,0,2529370.15,5661599.69,welll893,thiem,0,0,0,0,0.5,6,0
W 6007,2,2529370.15,5661599.69,welll894,thiem,0,0,0,0,0.5,6,0
W 6016,0,2529575.56,5661051.58,welll895,thiem,0,0,0,0,0.5,6,0
W 6016,2,2529575.56,5661051.58,welll896,thiem,0,0,0,0,0.5,6,0
W 6022,0,2529717.33,5660647.3,welll897,thiem,0,0,0,0,0.5,6,0
W 6022,2,2529717.33,5660647.3,welll898,thiem,0,0,0,0,0.5,6,0
W 6023,0,2529785.25,5660374.87,welll899,thiem,0,0,0,0,0.5,6,0
W 6023,2,2529785.25,5660374.87,welll900,thiem,0,0,0,0,0.5,6,0
W 6025,0,2529613.21,5660203.93,welll901,thiem,0,0,0,0,0.5,6,0
W 6025,2,2529613.21,5660203.93,welll902,thiem,0,0,0,0,0.5,6,0
W 6051,0,2529408.45,5661494.28,welll903,thiem,0,0,0,0,0.5,6,0
W 6051,2,2529408.45,5661494.28,welll904,thiem,0,0,0,0,0.5,6,0
W 6058,0,2529507.56,5661199.37,welll905,thiem,0,0,0,0,0.5,6,0
W 6058,2,2529507.56,5661199.37,welll906,thiem,0,0,0,0,0.5,6,0
W 6060,0,2529475.83,5661131.08,welll907,thiem,0,0,0,0,0.5,6,0
W 6060,2,2529475.83,5661131.08,welll908,thiem,0,0,0,0,0.5,6,0
W 6063,0,2529614.04,5660852.61,welll909,thiem,0,0,0,0,0.5,6,0
W 6063,2,2529614.04,5660852.61,welll910,thiem,0,0,0,0,0.5,6,0
W 6068,0,2529496.92,5660729.11,welll911,thiem,0,0,0,0,0.5,6,0
W 6068,2,2529496.92,5660729.11,welll912,thiem,0,0,0,0,0.5,6,0
W 6073,0,2529580.25,5660464.6,welll913,thiem,0,0,0,0,0.5,6,0
W 6073,2,2529580.25,5660464.6,welll914,thiem,0,0,0,0,0.5,6,0
W 6077,0,2529845.34,5660234.47,welll915,thiem,0,0,0,0,0.5,6,0
W 6077,2,2529845.34,5660234.47,welll916,thiem,0,0,0,0,0.5,6,0
W 6083,0,2529926.58,5659987.54,welll917,thiem,0,0,0,0,0.5,6,0
W 6083,2,2529926.58,5659987.54,welll918,thiem,0,0,0,0,0.5,6,0
W 6084,0,2529605.31,5659991.88,welll919,thiem,0,0,0,0,0.5,6,0
W 6084,2,2529605.31,5659991.88,welll920,thiem,0,0,0,0,0.5,6,0
W 6085,0,2529854.09,5659791.48,welll921,thiem,0,0,0,0,0.5,6,0
W 6085,2,2529854.09,5659791.48,welll922,thiem,0,0,0,0,0.5,6,0
W 6086,0,2530039.79,5659708.78,welll923,thiem,0,0,0,0,0.5,6,0
W 6086,2,2530039.79,5659708.78,welll924,thiem,0,0,0,0,0.5,6,0
W 6088,0,2530206.56,5659142.29,welll925,thiem,0,0,0,0,0.5,6,0
W 6088,2,2530206.56,5659142.29,welll926,thiem,0,0,0,0,0.5,6,0
W 6090,0,2530729.99,5658456.98,welll927,thiem,0,0,0,0,0.5,6,0
W 6090,2,2530729.99,5658456.98,welll928,thiem,0,0,0,0,0.5,6,0
W 6091,0,2530967.37,5658173.61,welll929,thiem,0,0,0,0,0.5,6,0
W 6091,2,2530967.37,5658173.61,welll930,thiem,0,0,0,0,0.5,6,0
W 6093,0,2531115.39,5657833.47,welll931,thiem,0,0,0,0,0.5,6,0
W 6093,2,2531115.39,5657833.47,welll932,thiem,0,0,0,0,0.5,6,0
W 6097,0,2531474.69,5657482.64,welll933,thiem,0,0,0,0,0.5,6,0
W 6097,2,2531474.69,5657482.64,welll934,thiem,0,0,0,0,0.5,6,0
W 6156,0,2530303.46,5658511.12,welll935,thiem,0,0,0,0,0.5,6,0
W 6156,2,2530303.46,5658511.12,welll936,thiem,0,0,0,0,0.5,6,0
W 6163,0,2530873.39,5658294.69,welll937,thiem,0,0,0,0,0.5,6,0
W 6163,2,2530873.39,5658294.69,welll938,thiem,0,0,0,0,0.5,6,0
W 6191,0,2529688.44,5659500.61,welll939,thiem,0,0,0,0,0.5,6,0
W 6191,2,2529688.44,5659500.61,welll940,thiem,0,0,0,0,0.5,6,0
W 6193,0,2529648.94,5659177.32,welll941,thiem,0,0,0,0,0.5,6,0
W 6193,2,2529648.94,5659177.32,welll942,thiem,0,0,0,0,0.5,6,0
W 6200,0,2529988.65,5658509.59,welll943,thiem,0,0,0,0,0.5,6,0
W 6200,2,2529988.65,5658509.59,welll944,thiem,0,0,0,0,0.5,6,0
W 6474,0,2530425.45,5658214,welll945,thiem,0,0,0,0,0.5,6,0
W 6474,2,2530425.45,5658214,welll946,thiem,0,0,0,0,0.5,6,0
W 6618,0,2529383.95,5661688.27,welll947,thiem,0,0,0,0,0.5,6,0
W 6618,2,2529383.95,5661688.27,welll948,thiem,0,0,0,0,0.5,6,0
W 6619,0,2529265.43,5661631.55,welll949,thiem,0,0,0,0,0.5,6,0
W 6619,2,2529265.43,5661631.55,welll950,thiem,0,0,0,0,0.5,6,0
WA5789,0,2529533.01,5660047.99,welll951,thiem,0,0,0,0,0.5,6,0
WA5789,2,2529533.01,5660047.99,welll952,thiem,0,0,0,0,0.5,6,0
WA5980,0,2530069.25,5658783.1,welll953,thiem,0,0,0,0,0.5,6,0
WA5980,2,2530069.25,5658783.1,welll954,thiem,0,0,0,0,0.5,6,0
WA6050,0,2529247.38,5661471.7,welll955,thiem,0,0,0,0,0.5,6,0
WA6050,2,2529247.38,5661471.7,welll956,thiem,0,0,0,0,0.5,6,0
WA6065,0,2529454.2,5660857.86,welll957,thiem,0,0,0,0,0.5,6,0
WA6065,2,2529454.2,5660857.86,welll958,thiem,0,0,0,0,0.5,6,0
WA6137,0,2529416.15,5660825.9,welll959,thiem,0,0,0,0,0.5,6,0
WA6137,2,2529416.15,5660825.9,welll960,thiem,0,0,0,0,0.5,6,0
WA6152,0,2530204.63,5659448.13,welll961,thiem,0,0,0,0,0.5,6,0
WA6152,2,2530204.63,5659448.13,welll962,thiem,0,0,0,0,0.5,6,0
WA6153,0,2529816.03,5659970.15,welll963,thiem,0,0,0,0,0.5,6,0
WA6153,2,2529816.03,5659970.15,welll964,thiem,0,0,0,0,0.5,6,0
WA6162,0,2531203.3,5657710.36,welll965,thiem,0,0,0,0,0.5,6,0
WA6162,2,2531203.3,5657710.36,welll966,thiem,0,0,0,0,0.5,6,0
WA6180,0,2529074.22,5661493.79,welll967,thiem,0,0,0,0,0.5,6,0
WA6180,2,2529074.22,5661493.79,welll968,thiem,0,0,0,0,0.5,6,0
WA6189,0,2529283.54,5660260.63,welll969,thiem,0,0,0,0,0.5,6,0
WA6189,2,2529283.54,5660260.63,welll970,thiem,0,0,0,0,0.5,6,0
WA6228,0,2529441.13,5660717.48,welll971,thiem,0,0,0,0,0.5,6,0
