Brkenn,X_WERT,Y_WERT,wellid,y,x,k,losstype,pumploc,qlimit,ppflag,pumpcap,rw,hlim,qcut
W 6313,2528640.7,5659660.94,well538,2525.93,449.77,2,thiem,0,0,0,0,0.5,6,0
W 6318,2528323.62,5660954.49,well539,1232.38,132.69,2,thiem,0,0,0,0,0.5,6,0
W 6320,2529362.87,5661522.14,well540,664.73,1171.94,2,thiem,0,0,0,0,0.5,6,0
W 6321,2529541.98,5661666.89,well541,519.98,1351.05,2,thiem,0,0,0,0,0.5,6,0
W 6322,2528352.12,5661074.14,well542,1112.73,161.19,2,thiem,0,0,0,0,0.5,6,0
W 6323,2529669.68,5661074.37,well543,1112.5,1478.75,2,thiem,0,0,0,0,0.5,6,0
W 6324,2528392.4,5660882.09,well544,1304.78,201.47,2,thiem,0,0,0,0,0.5,6,0
W 6325,2529546.46,5661602.83,well545,584.04,1355.53,2,thiem,0,0,0,0,0.5,6,0
W 6327,2528520.53,5660052.66,well546,2134.21,329.6,2,thiem,0,0,0,0,0.5,6,0
W 6328,2528405.63,5659805.2,well547,2381.67,214.7,2,thiem,0,0,0,0,0.5,6,0
W 6330,2528407.21,5659711.8,well548,2475.07,216.28,2,thiem,0,0,0,0,0.5,6,0
W 6331,2528588.88,5660159.7,well549,2027.17,397.95,2,thiem,0,0,0,0,0.5,6,0
W 6340,2529195.69,5658745.19,well550,3441.68,1004.76,2,thiem,0,0,0,0,0.5,6,0
W 6346,2529514.32,5658002.68,well551,4184.19,1323.39,2,thiem,0,0,0,0,0.5,6,0
W 6349,2529641.86,5657790.24,well552,4396.63,1450.93,2,thiem,0,0,0,0,0.5,6,0
W 6354,2529050.99,5657502.64,well553,4684.23,860.06,2,thiem,0,0,0,0,0.5,6,0
W 6355,2528786.5,5657693.45,well554,4493.42,595.57,2,thiem,0,0,0,0,0.5,6,0
W 6359,2530563.32,5657276.66,well555,4910.21,2372.39,2,thiem,0,0,0,0,0.5,6,0
W 6362,2528578.55,5659182.61,well556,3004.26,387.62,2,thiem,0,0,0,0,0.5,6,0
W 6363,2528399.5,5657830.46,well557,4356.41,208.57,2,thiem,0,0,0,0,0.5,6,0
W 6365,2528597.31,5658597.84,well558,3589.03,406.38,2,thiem,0,0,0,0,0.5,6,0
W 6368,2531007.69,5657139.53,well559,5047.34,2816.76,2,thiem,0,0,0,0,0.5,6,0
W 6377,2528428.01,5658532.34,well560,3654.53,237.08,2,thiem,0,0,0,0,0.5,6,0
W 6379,2528407.53,5658306.25,well561,3880.62,216.6,2,thiem,0,0,0,0,0.5,6,0
W 6382,2528322.29,5659674.83,well562,2512.04,131.36,2,thiem,0,0,0,0,0.5,6,0
W 6384,2528535.54,5658975.28,well563,3211.59,344.61,2,thiem,0,0,0,0,0.5,6,0
W 6385,2528924.84,5657533.77,well564,4653.1,733.91,2,thiem,0,0,0,0,0.5,6,0
W 6389,2530839.94,5657412.96,well565,4773.91,2649.01,2,thiem,0,0,0,0,0.5,6,0
W 6391,2530500.09,5657567.27,well566,4619.6,2309.16,2,thiem,0,0,0,0,0.5,6,0
W 6392,2530604.76,5657539.83,well567,4647.04,2413.83,2,thiem,0,0,0,0,0.5,6,0
W 6393,2530672.37,5657276.13,well568,4910.74,2481.44,2,thiem,0,0,0,0,0.5,6,0
W 6395,2530436.48,5657362.09,well569,4824.78,2245.55,2,thiem,0,0,0,0,0.5,6,0
W 6396,2530667.7,5657156.59,well570,5030.28,2476.77,2,thiem,0,0,0,0,0.5,6,0
W 6398,2530191.28,5657318.16,well571,4868.71,2000.35,2,thiem,0,0,0,0,0.5,6,0
W 6403,2528360.38,5660776.86,well572,1410.01,169.45,2,thiem,0,0,0,0,0.5,6,0
W 6412,2528571.09,5659454.28,well573,2732.59,380.16,2,thiem,0,0,0,0,0.5,6,0
W 6427,2530050.2,5659967.27,well574,2219.6,1859.27,2,thiem,0,0,0,0,0.5,6,0
W 6428,2530101.76,5659811.27,well575,2375.6,1910.83,2,thiem,0,0,0,0,0.5,6,0
W 6429,2530179.81,5659644.34,well576,2542.53,1988.88,2,thiem,0,0,0,0,0.5,6,0
W 6438,2528444.07,5658057.16,well577,4129.71,253.14,2,thiem,0,0,0,0,0.5,6,0
W 6446,2528602.78,5657833.66,well578,4353.21,411.85,2,thiem,0,0,0,0,0.5,6,0
W 6448,2528395.69,5660068.53,well579,2118.34,204.76,2,thiem,0,0,0,0,0.5,6,0
W 6450,2528503.36,5657762.51,well580,4424.36,312.43,2,thiem,0,0,0,0,0.5,6,0
W 6475,2528493.69,5658819.06,well581,3367.81,302.76,2,thiem,0,0,0,0,0.5,6,0
W 6511,2528725.95,5661374.27,well582,812.6,535.02,2,thiem,0,0,0,0,0.5,6,0
W 6514,2528839.74,5661314.57,well583,872.3,648.81,2,thiem,0,0,0,0,0.5,6,0
W 6515,2528611.01,5661537.87,well584,649,420.08,2,thiem,0,0,0,0,0.5,6,0
W 6523,2528725.24,5661255.14,well585,931.73,534.31,2,thiem,0,0,0,0,0.5,6,0
W 6525,2528812.73,5660885.09,well586,1301.78,621.8,2,thiem,0,0,0,0,0.5,6,0
W 6527,2528710.19,5661095.56,well587,1091.31,519.26,2,thiem,0,0,0,0,0.5,6,0
W 6528,2528809.37,5661499.13,well588,687.74,618.44,2,thiem,0,0,0,0,0.5,6,0
W 6531,2528633.96,5661309.89,well589,876.98,443.03,2,thiem,0,0,0,0,0.5,6,0
W 6534,2528348.16,5661189.99,well590,996.88,157.23,2,thiem,0,0,0,0,0.5,6,0
WA5748,2528670.41,5658684.67,well591,3502.2,479.48,2,thiem,0,0,0,0,0.5,6,0
WA5750,2530277.87,5658296.64,well592,3890.23,2086.94,2,thiem,0,0,0,0,0.5,6,0
WA5781,2528415.59,5661264.28,well593,922.59,224.66,2,thiem,0,0,0,0,0.5,6,0
WA5810,2529583.37,5659113.14,well594,3073.73,1392.44,2,thiem,0,0,0,0,0.5,6,0
WA5813,2529756.44,5658357.51,well595,3829.36,1565.51,2,thiem,0,0,0,0,0.5,6,0
WA5814,2530084.04,5658515.11,well596,3671.76,1893.11,2,thiem,0,0,0,0,0.5,6,0
WA5816,2530202.88,5658211.2,well597,3975.67,2011.95,2,thiem,0,0,0,0,0.5,6,0
WA5817,2530053.05,5658116.42,well598,4070.45,1862.12,2,thiem,0,0,0,0,0.5,6,0
WA5818,2530122.96,5657769.43,well599,4417.44,1932.03,2,thiem,0,0,0,0,0.5,6,0
WA5820,2530190.04,5657466.61,well600,4720.26,1999.11,2,thiem,0,0,0,0,0.5,6,0
WA5974,2530466.94,5657888.25,well601,4298.62,2276.01,2,thiem,0,0,0,0,0.5,6,0
WA5976,2530233.11,5658699.5,well602,3487.37,2042.18,2,thiem,0,0,0,0,0.5,6,0
WA5978,2530188.02,5658949.78,well603,3237.09,1997.09,2,thiem,0,0,0,0,0.5,6,0
WA5979,2530069.32,5659195.8,well604,2991.07,1878.39,2,thiem,0,0,0,0,0.5,6,0
WA5986,2529013.76,5660069.33,well605,2117.54,822.83,2,thiem,0,0,0,0,0.5,6,0
WA5988,2528901.95,5659736.27,well606,2450.6,711.02,2,thiem,0,0,0,0,0.5,6,0
WA5989,2528728.03,5659617.25,well607,2569.62,537.1,2,thiem,0,0,0,0,0.5,6,0
WA5990,2528759.59,5659526.48,well608,2660.39,568.66,2,thiem,0,0,0,0,0.5,6,0
WA5991,2528511.79,5660683.61,well609,1503.26,320.86,2,thiem,0,0,0,0,0.5,6,0
WA5992,2528536.5,5659732.95,well610,2453.92,345.57,2,thiem,0,0,0,0,0.5,6,0
WA5993,2528611.33,5659963.93,well611,2222.94,420.4,2,thiem,0,0,0,0,0.5,6,0
WA5994,2528673.91,5660069.99,well612,2116.88,482.98,2,thiem,0,0,0,0,0.5,6,0
WA5997,2528643.88,5660277.77,well613,1909.1,452.95,2,thiem,0,0,0,0,0.5,6,0
WA5998,2528431.18,5660509.89,well614,1676.98,240.25,2,thiem,0,0,0,0,0.5,6,0
WA6001,2528461.37,5661007.76,well615,1179.11,270.44,2,thiem,0,0,0,0,0.5,6,0
WA6024,2529559.55,5660298.92,well616,1887.95,1368.62,2,thiem,0,0,0,0,0.5,6,0
WA6071,2529448.19,5660569.87,well617,1617,1257.26,2,thiem,0,0,0,0,0.5,6,0
WA6076,2529477.61,5660244.51,well618,1942.36,1286.68,2,thiem,0,0,0,0,0.5,6,0
WA6094,2531364.69,5657718.69,well619,4468.18,3173.76,2,thiem,0,0,0,0,0.5,6,0
WA6095,2531089.47,5657533.35,well620,4653.52,2898.54,2,thiem,0,0,0,0,0.5,6,0
WA6096,2531448.58,5657342.93,well621,4843.94,3257.65,2,thiem,0,0,0,0,0.5,6,0
WA6098,2531410.44,5657114.25,well622,5072.62,3219.51,2,thiem,0,0,0,0,0.5,6,0
WA6131,2529367.94,5661206,well623,980.87,1177.01,2,thiem,0,0,0,0,0.5,6,0
WA6132,2529432.19,5661074.32,well624,1112.55,1241.26,2,thiem,0,0,0,0,0.5,6,0
WA6146,2529680.39,5660374.2,well625,1812.67,1489.46,2,thiem,0,0,0,0,0.5,6,0
WA6149,2529737.21,5660210.05,well626,1976.82,1546.28,2,thiem,0,0,0,0,0.5,6,0
WA6151,2529747.49,5659975.48,well627,2211.39,1556.56,2,thiem,0,0,0,0,0.5,6,0
WA6155,2530012.82,5659505.79,well628,2681.08,1821.89,2,thiem,0,0,0,0,0.5,6,0
WA6159,2530848.61,5657795.42,well629,4391.45,2657.68,2,thiem,0,0,0,0,0.5,6,0
WA6160,2531053.61,5658027.57,well630,4159.3,2862.68,2,thiem,0,0,0,0,0.5,6,0
WA6161,2530911.61,5657640.93,well631,4545.94,2720.68,2,thiem,0,0,0,0,0.5,6,0
WA6164,2531212.63,5657489.2,well632,4697.67,3021.7,2,thiem,0,0,0,0,0.5,6,0
WA6178,2529148.46,5661450.93,well633,735.94,957.53,2,thiem,0,0,0,0,0.5,6,0
WA6184,2529322,5660923.96,well634,1262.91,1131.07,2,thiem,0,0,0,0,0.5,6,0
WA6188,2529345.52,5660509.39,well635,1677.48,1154.59,2,thiem,0,0,0,0,0.5,6,0
WA6192,2529418.95,5659456.52,well636,2730.35,1228.02,2,thiem,0,0,0,0,0.5,6,0
WA6194,2529812.49,5659484.16,well637,2702.71,1621.56,2,thiem,0,0,0,0,0.5,6,0
WA6195,2529774.62,5659371.43,well638,2815.44,1583.69,2,thiem,0,0,0,0,0.5,6,0
WA6196,2529880.94,5659348.82,well639,2838.05,1690.01,2,thiem,0,0,0,0,0.5,6,0
WA6197,2529790.46,5659171.83,well640,3015.04,1599.53,2,thiem,0,0,0,0,0.5,6,0
WA6198,2529925.87,5658928.57,well641,3258.3,1734.94,2,thiem,0,0,0,0,0.5,6,0
WA6199,2529856.43,5658664.39,well642,3522.48,1665.5,2,thiem,0,0,0,0,0.5,6,0
WA6202,2530427.62,5658393.03,well643,3793.84,2236.69,2,thiem,0,0,0,0,0.5,6,0
WA6204,2530560.04,5658111.29,well644,4075.58,2369.11,2,thiem,0,0,0,0,0.5,6,0
WA6205,2530198.8,5658050.86,well645,4136.01,2007.87,2,thiem,0,0,0,0,0.5,6,0
WA6207,2530292.79,5657742.91,well646,4443.96,2101.86,2,thiem,0,0,0,0,0.5,6,0
WA6208,2530708.52,5657866.34,well647,4320.53,2517.59,2,thiem,0,0,0,0,0.5,6,0
WA6209,2530741.41,5657647.67,well648,4539.2,2550.48,2,thiem,0,0,0,0,0.5,6,0
WA6210,2531015.46,5657321.43,well649,4865.44,2824.53,2,thiem,0,0,0,0,0.5,6,0
WA6214,2531436.62,5657028.76,well650,5158.11,3245.69,2,thiem,0,0,0,0,0.5,6,0
WA6220,2529042.06,5661465.12,well651,721.75,851.13,2,thiem,0,0,0,0,0.5,6,0
WA6229,2529186.29,5660657.35,well652,1529.52,995.36,2,thiem,0,0,0,0,0.5,6,0
WA6230,2529011.19,5660400.56,well653,1786.31,820.26,2,thiem,0,0,0,0,0.5,6,0
WA6237,2529716.2,5659883.47,well654,2303.4,1525.27,2,thiem,0,0,0,0,0.5,6,0
WA6239,2529428.29,5659620.83,well655,2566.04,1237.36,2,thiem,0,0,0,0,0.5,6,0
WA6240,2529632.84,5659575.28,well656,2611.59,1441.91,2,thiem,0,0,0,0,0.5,6,0
WA6241,2529643.87,5659347.26,well657,2839.61,1452.94,2,thiem,0,0,0,0,0.5,6,0
WA6243,2528579.19,5659332.25,well658,2854.62,388.26,2,thiem,0,0,0,0,0.5,6,0
WA6244,2529700.16,5658949.67,well659,3237.2,1509.23,2,thiem,0,0,0,0,0.5,6,0
WA6245,2529338.31,5658990.87,well660,3196,1147.38,2,thiem,0,0,0,0,0.5,6,0
WA6246,2529582.45,5658758.27,well661,3428.6,1391.52,2,thiem,0,0,0,0,0.5,6,0
WA6247,2529817.69,5658565.94,well662,3620.93,1626.76,2,thiem,0,0,0,0,0.5,6,0
WA6248,2529560.26,5658379.33,well663,3807.54,1369.33,2,thiem,0,0,0,0,0.5,6,0
WA6249,2529388.19,5658371.25,well664,3815.62,1197.26,2,thiem,0,0,0,0,0.5,6,0
WA6251,2529891.5,5658197.02,well665,3989.85,1700.57,2,thiem,0,0,0,0,0.5,6,0
WA6253,2529329.83,5657831.95,well666,4354.92,1138.9,2,thiem,0,0,0,0,0.5,6,0
WA6254,2529390.29,5657694.33,well667,4492.54,1199.36,2,thiem,0,0,0,0,0.5,6,0
WA6255,2528541.24,5658078.14,well668,4108.73,350.31,2,thiem,0,0,0,0,0.5,6,0
WA6256,2529922.03,5657843.68,well669,4343.19,1731.1,2,thiem,0,0,0,0,0.5,6,0
WA6257,2530012.93,5657780.89,well670,4405.98,1822,2,thiem,0,0,0,0,0.5,6,0
WA6258,2530006.28,5657583.03,well671,4603.84,1815.35,2,thiem,0,0,0,0,0.5,6,0
WA6259,2530055.9,5657678.81,well672,4508.06,1864.97,2,thiem,0,0,0,0,0.5,6,0
WA6260,2530277.27,5657580,well673,4606.87,2086.34,2,thiem,0,0,0,0,0.5,6,0
WA6261,2530645.43,5657748.64,well674,4438.23,2454.5,2,thiem,0,0,0,0,0.5,6,0
WA6262,2530695.22,5657986.85,well675,4200.02,2504.29,2,thiem,0,0,0,0,0.5,6,0
WA6272,2528959.65,5661348.8,well676,838.07,768.72,2,thiem,0,0,0,0,0.5,6,0
WA6278,2529011.19,5660400.56,well677,1786.31,820.26,2,thiem,0,0,0,0,0.5,6,0
WA6279,2528874.19,5660168.25,well678,2018.62,683.26,2,thiem,0,0,0,0,0.5,6,0
WA6280,2529027.17,5660234.69,well679,1952.18,836.24,2,thiem,0,0,0,0,0.5,6,0
WA6282,2529045.51,5659976.67,well680,2210.2,854.58,2,thiem,0,0,0,0,0.5,6,0
WA6283,2528591.21,5660369.8,well681,1817.07,400.28,2,thiem,0,0,0,0,0.5,6,0
WA6284,2529340.8,5659639.42,well682,2547.45,1149.87,2,thiem,0,0,0,0,0.5,6,0
WA6285,2529241.36,5659555.51,well683,2631.36,1050.43,2,thiem,0,0,0,0,0.5,6,0
WA6286,2529302.21,5659466.93,well684,2719.94,1111.28,2,thiem,0,0,0,0,0.5,6,0
WA6287,2529139.75,5659257.96,well685,2928.91,948.82,2,thiem,0,0,0,0,0.5,6,0
WA6288,2528407.25,5658983.9,well686,3202.97,216.32,2,thiem,0,0,0,0,0.5,6,0
WA6289,2528593.95,5658231.09,well687,3955.78,403.02,2,thiem,0,0,0,0,0.5,6,0
WA6290,2529262.37,5658829.76,well688,3357.11,1071.44,2,thiem,0,0,0,0,0.5,6,0
WA6291,2529323.2,5658729.44,well689,3457.43,1132.27,2,thiem,0,0,0,0,0.5,6,0
WA6292,2529560.42,5658619.19,well690,3567.68,1369.49,2,thiem,0,0,0,0,0.5,6,0
WA6293,2529751.28,5658659.18,well691,3527.69,1560.35,2,thiem,0,0,0,0,0.5,6,0
WA6294,2529481.34,5658487.75,well692,3699.12,1290.41,2,thiem,0,0,0,0,0.5,6,0
WA6295,2529262.94,5658401.32,well693,3785.55,1072.01,2,thiem,0,0,0,0,0.5,6,0
WA6296,2529474.21,5658109.89,well694,4076.98,1283.28,2,thiem,0,0,0,0,0.5,6,0
WA6297,2529036.78,5658163.16,well695,4023.71,845.85,2,thiem,0,0,0,0,0.5,6,0
WA6298,2529722.32,5657913.16,well696,4273.71,1531.39,2,thiem,0,0,0,0,0.5,6,0
WA6299,2529643.2,5658035.09,well697,4151.78,1452.27,2,thiem,0,0,0,0,0.5,6,0
WA6300,2529905.71,5658016.5,well698,4170.37,1714.78,2,thiem,0,0,0,0,0.5,6,0
WA6302,2529735.32,5657797.18,well699,4389.69,1544.39,2,thiem,0,0,0,0,0.5,6,0
WA6303,2529155.53,5657606.18,well700,4580.69,964.6,2,thiem,0,0,0,0,0.5,6,0
WA6304,2529633.34,5657680.91,well701,4505.96,1442.41,2,thiem,0,0,0,0,0.5,6,0
WA6305,2529711.96,5657555.89,well702,4630.98,1521.03,2,thiem,0,0,0,0,0.5,6,0
WA6306,2529428.81,5657563.2,well703,4623.67,1237.88,2,thiem,0,0,0,0,0.5,6,0
WA6307,2529936.69,5657451.51,well704,4735.36,1745.76,2,thiem,0,0,0,0,0.5,6,0
WA6326,2528484.12,5659517.64,well705,2669.23,293.19,2,thiem,0,0,0,0,0.5,6,0
WA6329,2528850.76,5659562.33,well706,2624.54,659.83,2,thiem,0,0,0,0,0.5,6,0
WA6332,2528994.97,5659338.48,well707,2848.39,804.04,2,thiem,0,0,0,0,0.5,6,0
WA6333,2528684.64,5659880.28,well708,2306.59,493.71,2,thiem,0,0,0,0,0.5,6,0
WA6334,2529260.15,5659232.59,well709,2954.28,1069.22,2,thiem,0,0,0,0,0.5,6,0
WA6336,2529014.04,5659069.85,well710,3117.02,823.11,2,thiem,0,0,0,0,0.5,6,0
WA6337,2528764.78,5658973.03,well711,3213.84,573.85,2,thiem,0,0,0,0,0.5,6,0
WA6338,2528804.43,5658780.89,well712,3405.98,613.5,2,thiem,0,0,0,0,0.5,6,0
WA6339,2529130.52,5658847,well713,3339.87,939.59,2,thiem,0,0,0,0,0.5,6,0
WA6341,2529050.54,5658533.33,well714,3653.54,859.61,2,thiem,0,0,0,0,0.5,6,0
WA6342,2529333.34,5658506.41,well715,3680.46,1142.41,2,thiem,0,0,0,0,0.5,6,0
WA6343,2529062.93,5658408.53,well716,3778.34,872,2,thiem,0,0,0,0,0.5,6,0
WA6344,2528873.86,5658240.51,well717,3946.36,682.93,2,thiem,0,0,0,0,0.5,6,0
WA6345,2529308.37,5658264.53,well718,3922.34,1117.44,2,thiem,0,0,0,0,0.5,6,0
WA6347,2529254.94,5658072.25,well719,4114.62,1064.01,2,thiem,0,0,0,0,0.5,6,0
WA6348,2529453.79,5657904.41,well720,4282.46,1262.86,2,thiem,0,0,0,0,0.5,6,0
WA6350,2529053.18,5657958.64,well721,4228.23,862.25,2,thiem,0,0,0,0,0.5,6,0
WA6351,2528972.59,5657769.75,well722,4417.12,781.66,2,thiem,0,0,0,0,0.5,6,0
WA6352,2528641.23,5658307.75,well723,3879.12,450.3,2,thiem,0,0,0,0,0.5,6,0
WA6367,2531322.91,5657497.99,well724,4688.88,3131.98,2,thiem,0,0,0,0,0.5,6,0
WA6371,2528944.12,5659463.13,well725,2723.74,753.19,2,thiem,0,0,0,0,0.5,6,0
WA6372,2528696.46,5659303.83,well726,2883.04,505.53,2,thiem,0,0,0,0,0.5,6,0
WA6373,2528871.92,5659128.19,well727,3058.68,680.99,2,thiem,0,0,0,0,0.5,6,0
WA6374,2528924.94,5658932.53,well728,3254.34,734.01,2,thiem,0,0,0,0,0.5,6,0
WA6375,2528947.18,5658768.89,well729,3417.98,756.25,2,thiem,0,0,0,0,0.5,6,0
WA6376,2528844.9,5658696.81,well730,3490.06,653.97,2,thiem,0,0,0,0,0.5,6,0
WA6386,2529645.62,5658180.13,well731,4006.74,1454.69,2,thiem,0,0,0,0,0.5,6,0
WA6388,2530857.49,5657509.51,well732,4677.36,2666.56,2,thiem,0,0,0,0,0.5,6,0
WA6390,2530832.53,5657126.53,well733,5060.34,2641.6,2,thiem,0,0,0,0,0.5,6,0
WA6394,2530292.86,5657478.66,well734,4708.21,2101.93,2,thiem,0,0,0,0,0.5,6,0
WA6426,2529051.19,5659798.01,well735,2388.86,860.26,2,thiem,0,0,0,0,0.5,6,0
WA6431,2528578.87,5659587.26,well736,2599.61,387.94,2,thiem,0,0,0,0,0.5,6,0
WA6432,2528686.11,5659196.74,well737,2990.13,495.18,2,thiem,0,0,0,0,0.5,6,0
WA6433,2528666.54,5658930.85,well738,3256.02,475.61,2,thiem,0,0,0,0,0.5,6,0
WA6434,2528859.31,5658461.12,well739,3725.75,668.38,2,thiem,0,0,0,0,0.5,6,0
WA6436,2528789.5,5658013.96,well740,4172.91,598.57,2,thiem,0,0,0,0,0.5,6,0
WA6443,2529943.79,5657345.63,well741,4841.24,1752.86,2,thiem,0,0,0,0,0.5,6,0
WA6502,2529073.2,5660700.27,well742,1486.6,882.27,2,thiem,0,0,0,0,0.5,6,0
WA6507,2529173.62,5660849.87,well743,1337,982.69,2,thiem,0,0,0,0,0.5,6,0
WA6601,2530314.42,5659216.16,well744,2970.71,2123.49,2,thiem,0,0,0,0,0.5,6,0
WA6603,2530311.38,5659017.73,well745,3169.14,2120.45,2,thiem,0,0,0,0,0.5,6,0
WA6608,2530616.46,5658618.02,well746,3568.85,2425.53,2,thiem,0,0,0,0,0.5,6,0
WA6609,2530419.08,5658836.93,well747,3349.94,2228.15,2,thiem,0,0,0,0,0.5,6,0
WA6617,2530359.34,5658070.28,well748,4116.59,2168.41,2,thiem,0,0,0,0,0.5,6,0
W 5665,2530514.74,5658744.71,well749,3442.16,2323.81,0,thiem,0,0,0,0,0.5,6,0
W 5666,2530409.07,5658691.72,well750,3495.15,2218.14,0,thiem,0,0,0,0,0.5,6,0
W 5712,2529788.99,5661139.57,well751,1047.3,1598.06,0,thiem,0,0,0,0,0.5,6,0
W 5749,2528816.75,5658569.02,well752,3617.85,625.82,0,thiem,0,0,0,0,0.5,6,0
W 5775,2529127.32,5660722.82,well753,1464.05,936.39,0,thiem,0,0,0,0,0.5,6,0
W 5777,2529141.43,5659993.89,well754,2192.98,950.5,0,thiem,0,0,0,0,0.5,6,0
W 5778,2529108.44,5659567.44,well755,2619.43,917.51,0,thiem,0,0,0,0,0.5,6,0
W 5779,2528789.16,5661563.91,well756,622.96,598.23,0,thiem,0,0,0,0,0.5,6,0
W 5780,2528700.32,5661512.18,well757,674.69,509.39,0,thiem,0,0,0,0,0.5,6,0
W 5782,2528482.95,5661515.94,well758,670.93,292.02,0,thiem,0,0,0,0,0.5,6,0
W 5784,2528345.99,5661445.15,well759,741.72,155.06,0,thiem,0,0,0,0,0.5,6,0
W 5785,2528723.23,5661446.05,well760,740.82,532.3,0,thiem,0,0,0,0,0.5,6,0
W 5799,2530749.14,5658663.87,well761,3523,2558.21,0,thiem,0,0,0,0,0.5,6,0
W 5805,2529327.73,5661116.26,well762,1070.61,1136.8,0,thiem,0,0,0,0,0.5,6,0
W 5819,2530135.43,5657597.39,well763,4589.48,1944.5,0,thiem,0,0,0,0,0.5,6,0
W 5821,2528713.46,5660369.72,well764,1817.15,522.53,0,thiem,0,0,0,0,0.5,6,0
W 5842,2530683.37,5659860.93,well765,2325.94,2492.44,0,thiem,0,0,0,0,0.5,6,0
W 5975,2530334.25,5657959.45,well766,4227.42,2143.32,0,thiem,0,0,0,0,0.5,6,0
W 5985,2528423.58,5660294.45,well767,1892.42,232.65,0,thiem,0,0,0,0,0.5,6,0
W 5987,2528779.09,5659936.75,well768,2250.12,588.16,0,thiem,0,0,0,0,0.5,6,0
W 5996,2528830.84,5660333.41,well769,1853.46,639.91,0,thiem,0,0,0,0,0.5,6,0
W 5999,2528556.31,5660820.2,well770,1366.67,365.38,0,thiem,0,0,0,0,0.5,6,0
W 6002,2528481.62,5661134.03,well771,1052.84,290.69,0,thiem,0,0,0,0,0.5,6,0
W 6005,2529609.46,5661260.18,well772,926.69,1418.53,0,thiem,0,0,0,0,0.5,6,0
W 6037,2529862.5,5661818.68,well773,368.19,1671.57,0,thiem,0,0,0,0,0.5,6,0
W 6040,2530009.18,5661674.16,well774,512.71,1818.25,0,thiem,0,0,0,0,0.5,6,0
W 6045,2529913.84,5661729.56,well775,457.31,1722.91,0,thiem,0,0,0,0,0.5,6,0
W 6053,2530160.89,5661755.38,well776,431.49,1969.96,0,thiem,0,0,0,0,0.5,6,0
W 6075,2528720.59,5660977.78,well777,1209.09,529.66,0,thiem,0,0,0,0,0.5,6,0
W 6089,2528417.34,5658751.98,well778,3434.89,226.41,0,thiem,0,0,0,0,0.5,6,0
W 6121,2528345.99,5661445.15,well779,741.72,155.06,0,thiem,0,0,0,0,0.5,6,0
W 6122,2530037.55,5661831.26,well780,355.61,1846.62,0,thiem,0,0,0,0,0.5,6,0
W 6129,2529448.55,5661554.61,well781,632.26,1257.62,0,thiem,0,0,0,0,0.5,6,0
W 6130,2529888.7,5661324,well782,862.87,1697.77,0,thiem,0,0,0,0,0.5,6,0
W 6139,2529080.18,5660596.64,well783,1590.23,889.25,0,thiem,0,0,0,0,0.5,6,0
W 6150,2529669.57,5661373.68,well784,813.19,1478.64,0,thiem,0,0,0,0,0.5,6,0
W 6157,2528403.21,5660672.93,well785,1513.94,212.28,0,thiem,0,0,0,0,0.5,6,0
W 6158,2530555.59,5657941.75,well786,4245.12,2364.66,0,thiem,0,0,0,0,0.5,6,0
W 6182,2529076.21,5661142.43,well787,1044.44,885.28,0,thiem,0,0,0,0,0.5,6,0
W 6224,2529410.8,5661253.76,well788,933.11,1219.87,0,thiem,0,0,0,0,0.5,6,0
W 6233,2528395.69,5660068.53,well789,2118.34,204.76,0,thiem,0,0,0,0,0.5,6,0
W 6235,2528361.11,5660413.51,well790,1773.36,170.18,0,thiem,0,0,0,0,0.5,6,0
W 6252,2528489.64,5660371.97,well791,1814.9,298.71,0,thiem,0,0,0,0,0.5,6,0
W 6263,2528343.18,5659530.53,well792,2656.34,152.25,0,thiem,0,0,0,0,0.5,6,0
W 6273,2529264.84,5661329.86,well793,857.01,1073.91,0,thiem,0,0,0,0,0.5,6,0
W 6274,2529216.53,5661176.19,well794,1010.68,1025.6,0,thiem,0,0,0,0,0.5,6,0
W 6275,2529070.49,5660804.14,well795,1382.73,879.56,0,thiem,0,0,0,0,0.5,6,0
W 6276,2528408.02,5659220.5,well796,2966.37,217.09,0,thiem,0,0,0,0,0.5,6,0
W 6277,2528467.55,5661454.61,well797,732.26,276.62,0,thiem,0,0,0,0,0.5,6,0
W 6301,2528742.74,5657897.15,well798,4289.72,551.81,0,thiem,0,0,0,0,0.5,6,0
W 6308,2530345.09,5657216.78,well799,4970.09,2154.16,0,thiem,0,0,0,0,0.5,6,0
W 6313,2528640.7,5659660.94,well800,2525.93,449.77,0,thiem,0,0,0,0,0.5,6,0
W 6318,2528323.62,5660954.49,well801,1232.38,132.69,0,thiem,0,0,0,0,0.5,6,0
W 6320,2529362.87,5661522.14,well802,664.73,1171.94,0,thiem,0,0,0,0,0.5,6,0
W 6321,2529541.98,5661666.89,well803,519.98,1351.05,0,thiem,0,0,0,0,0.5,6,0
W 6322,2528352.12,5661074.14,well804,1112.73,161.19,0,thiem,0,0,0,0,0.5,6,0
W 6323,2529669.68,5661074.37,well805,1112.5,1478.75,0,thiem,0,0,0,0,0.5,6,0
W 6324,2528392.4,5660882.09,well806,1304.78,201.47,0,thiem,0,0,0,0,0.5,6,0
W 6325,2529546.46,5661602.83,well807,584.04,1355.53,0,thiem,0,0,0,0,0.5,6,0
W 6327,2528520.53,5660052.66,well808,2134.21,329.6,0,thiem,0,0,0,0,0.5,6,0
